phenotype,Allelotype_pair,estimate_add1,se_add1,z_add1,p_add1,estimate_add2,se_add2,z_add2,p_add2,estimate_int,se_int,z_int,p_int,adj_p_add1,adj_p_add2,adj_p_int
HC201,C_304-B_4001,-0.125594,0.087101,-1.442,0.1493,0.045773,0.226824,0.202,0.8401,-0.152899,0.201113,-0.76,0.4471,1,1,1
HC125,DQB1_201-DRB1_301,1.23E-01,1.03E-01,1.195,0.232,1.66E-02,1.04E-01,0.159,0.873,-5.90E-03,2.96E-02,-0.2,0.842,1,1,1
HC125,DQB1_201-DRB3_101,1.22E-01,3.27E-02,3.737,0.000186,-1.11E-03,2.83E-02,-0.039,0.968754,1.00E-02,2.69E-02,0.372,0.710093,0.002017514,1,1
HC125,DQB1_201-B_801,1.04E-01,2.75E-02,3.784,0.000155,1.05E-02,2.95E-02,0.356,0.721933,1.84E-02,2.76E-02,0.667,0.504646,0.001686637,1,1
HC125,DQB1_201-C_701,0.1123313,0.0273588,4.106,4.03E-05,0.0274098,0.023095,1.187,0.2353,0.0014384,0.0257595,0.056,0.9555,0.000447059,1,1
HC125,DQB1_201-DQA1_501,0.1498003,0.0425521,3.52,0.000431,-0.008058,0.022732,-0.354,0.722979,-0.0067415,0.0282767,-0.238,0.811561,0.004625405,1,1
HC125,DQB1_201-DRB1_101,0.1269,0.016358,7.758,8.66E-15,-0.072568,0.022896,-3.169,0.00153,-0.036591,0.05635,-0.649,0.5161,1.62E-13,0.020059732,1
HC125,DQB1_201-DQA1_101,0.1331189,0.0168209,7.914,2.49E-15,-0.0394694,0.0186088,-2.121,0.0339,-0.076849,0.0458486,-1.676,0.0937,4.78E-14,0.395394178,1
HC125,DQB1_201-DQB1_501,0.1299378,0.0166132,7.821,5.23E-15,-0.0469352,0.0199423,-2.354,0.0186,-0.0582055,0.0491345,-1.185,0.2362,9.88E-14,0.220398177,1
HC125,DQB1_201-C_401,0.1300164,0.0163511,7.952,1.84E-15,-0.062213,0.0240403,-2.588,0.00966,-0.0332077,0.0523085,-0.635,0.52553,3.56E-14,0.11726091,1
HC125,DRB1_301-DRB3_101,0.1221629,0.0334427,3.653,0.000259,-0.00193,0.0286044,-0.067,0.946205,0.0089731,0.0270148,0.332,0.739773,0.002796101,1,1
HC125,DRB1_301-B_801,0.1014556,0.0278609,3.642,0.000271,0.0091212,0.0297727,0.306,0.75933,0.0201685,0.0276746,0.729,0.466141,0.002924807,1,1
HC125,DRB1_301-C_701,0.1091752,0.0276787,3.944,8.00E-05,0.0241318,0.0232117,1.04,0.2985,0.0051731,0.025802,0.2,0.8411,0.000877923,1,1
HC125,DRB1_301-DQA1_501,0.1508781,0.0436532,3.456,0.000548,-0.010051,0.0229325,-0.438,0.661177,-0.0058775,0.0286063,-0.205,0.837211,0.005863656,1,1
HC125,DRB1_301-DRB1_101,0.126181,0.016366,7.71,1.26E-14,-0.071197,0.02285,-3.116,0.00183,-0.041779,0.056492,-0.74,0.45956,2.33E-13,0.023798535,1
HC125,DRB1_301-DQA1_101,0.1326694,0.0168328,7.882,3.23E-15,-0.0380943,0.0185759,-2.051,0.0403,-0.0779831,0.0457945,-1.703,0.0886,6.16E-14,0.467226541,1
HC125,DRB1_301-DQB1_501,0.1295028,0.0166237,7.79,6.69E-15,-0.0457869,0.0199084,-2.3,0.0215,-0.0627019,0.0491345,-1.276,0.2019,1.26E-13,0.253637387,1
HC125,DRB1_301-C_401,0.1280757,0.016358,7.83,4.90E-15,-0.0654553,0.0240046,-2.727,0.0064,-0.0270972,0.0525411,-0.516,0.606,9.27E-14,0.079020774,1
HC125,DRB3_101-B_801,0.0440136,0.0245853,1.79,0.0734,0.0367374,0.0296653,1.238,0.2156,0.0342355,0.0267408,1.28,0.2004,0.751178004,1,1
HC125,DRB3_101-C_701,0.04923,0.024845,1.982,0.0475,0.038347,0.023443,1.636,0.1019,0.028957,0.024637,1.175,0.2399,0.48829685,1,1
HC125,DRB3_101-DQA1_501,0.035061,0.029579,1.185,0.2359,0.026191,0.020817,1.258,0.2083,0.041427,0.023989,1.727,0.0842,1,1,1
HC125,DRB3_101-DRB1_101,0.093567,0.015814,5.917,3.29E-09,-0.081948,0.023188,-3.534,0.000409,0.003346,0.053189,0.063,0.949847,4.61E-08,0.005769889,1
HC125,DRB3_101-DQA1_101,0.1004703,0.0162702,6.175,6.61E-10,-0.0431224,0.0188008,-2.294,0.0218,-0.0631032,0.043611,-1.447,0.1479,9.63E-09,0.257095496,1
HC125,DRB3_101-DQB1_501,0.0998143,0.0160548,6.217,5.06E-10,-0.0489364,0.0201397,-2.43,0.0151,-0.0574202,0.0468004,-1.227,0.2199,7.42E-09,0.180352543,1
HC125,DRB3_101-C_401,0.0961539,0.0158358,6.072,1.26E-09,-0.0753598,0.024508,-3.075,0.00211,0.0077484,0.0480745,0.161,0.87196,1.81E-08,0.027263054,1
HC125,B_801-C_701,0.0658474,0.0483085,1.363,0.1729,0.0335881,0.032035,1.048,0.2944,0.0065239,0.0298518,0.219,0.827,1,1,1
HC125,B_801-DQA1_501,0.044959,0.030461,1.476,0.14,0.036111,0.019095,1.891,0.0586,0.035022,0.025437,1.377,0.1686,1,0.670941476,1
HC125,B_801-DRB1_101,0.100277,0.016912,5.929,3.04E-09,-0.088965,0.023327,-3.814,0.000137,0.008482,0.048558,0.175,0.861338,4.27E-08,0.002083726,1
HC125,B_801-DQA1_101,0.1066369,0.017452,6.11,9.95E-10,-0.0526256,0.0188631,-2.79,0.00527,-0.0388527,0.0399748,-0.972,0.33109,1.44E-08,0.065558774,1
HC125,B_801-DQB1_501,0.104708,0.017198,6.088,1.14E-09,-0.0588439,0.0202291,-2.909,0.00363,-0.0279807,0.042855,-0.653,0.51381,1.64E-08,0.045822079,1
HC125,B_801-C_401,0.1014245,0.0166164,6.104,1.04E-09,-0.0670235,0.0236055,-2.839,0.00452,-0.0159741,0.0593564,-0.269,0.78784,1.50E-08,0.056579738,1
HC125,C_701-DQA1_501,0.0491664,0.0251353,1.956,0.0505,0.0440649,0.0197772,2.228,0.0259,0.0219518,0.0230398,0.953,0.3407,0.518851698,0.304138889,1
HC125,C_701-DRB1_101,0.089373,0.015744,5.677,1.37E-08,-0.089473,0.02413,-3.708,0.000209,0.000624,0.042903,0.015,0.988395,1.86E-07,0.003072308,1
HC125,C_701-DQA1_101,0.0943194,0.0162461,5.806,6.41E-09,-0.0538159,0.0194095,-2.773,0.00556,-0.0271759,0.0359818,-0.755,0.45009,8.84E-08,0.069021113,1
HC125,C_701-DQB1_501,0.092342,0.015987,5.776,7.65E-09,-0.06141,0.02081,-2.951,0.00317,-0.016214,0.038703,-0.419,0.67526,1.05E-07,0.04025978,1
HC125,C_701-C_401,0.0846767,0.0154327,5.487,4.09E-08,-0.0812225,0.0242171,-3.354,0.000797,0.0550254,0.0539767,1.019,0.308,5.41E-07,0.010814268,1
HC125,DQA1_501-DRB1_101,0.0788549,0.0144488,5.458,4.83E-08,-0.079649,0.0241979,-3.292,0.000996,-0.0075057,0.0484593,-0.155,0.87691,6.36E-07,0.013330836,1
HC125,DQA1_501-DQA1_101,0.0823484,0.0149101,5.523,3.33E-08,-0.0456922,0.0196819,-2.322,0.0203,-0.0432149,0.0392575,-1.101,0.271,4.43E-07,0.239884048,1
HC125,DQA1_501-DQB1_501,0.0812914,0.0146987,5.53,3.19E-08,-0.0498948,0.0210525,-2.37,0.0178,-0.0381215,0.0422466,-0.902,0.3669,4.25E-07,0.211253017,1
HC125,DQA1_501-C_401,0.0840606,0.0144969,5.799,6.69E-09,-0.074186,0.0262468,-2.826,0.00471,-0.0129243,0.0410731,-0.315,0.75301,9.22E-08,0.058885893,1
HC125,DRB1_101-DQA1_101,-0.032276,0.060568,-0.533,0.594,-0.020889,0.027238,-0.767,0.443,-0.04065,0.047322,-0.859,0.39,1,1,1
HC125,DRB1_101-DQB1_501,-0.069222,0.063328,-1.093,0.274,-0.0131,0.03503,-0.374,0.708,-0.014375,0.048129,-0.299,0.765,1,1,1
HC125,DRB1_101-C_401,-0.084919,0.024794,-3.425,0.000615,-0.071653,0.026266,-2.728,0.006372,0.002852,0.04273,0.067,0.946783,0.006574925,0.078692361,1
HC125,DQA1_101-DQB1_501,-0.032287,0.039722,-0.813,0.416,-0.023318,0.060355,-0.386,0.699,-0.018792,0.039062,-0.481,0.63,1,1,1
HC125,DQA1_101-C_401,-6.02E-02,1.96E-02,-3.067,0.00216,-6.74E-02,2.87E-02,-2.346,0.01897,-1.26E-03,3.69E-02,-0.034,0.97268,0.022857427,0.224687617,1
HC125,DQB1_501-C_401,-0.0679828,0.0213995,-3.177,0.00149,-0.0762075,0.0279226,-2.729,0.00635,0.0169451,0.0382445,0.443,0.65771,0.015813583,0.078437918,1
HC243,DQB1_201-DRB1_301,-0.074539,0.119496,-0.624,0.532774,-0.059743,0.119723,-0.499,0.617771,0.02723,0.036424,0.748,0.454716,1,1,1
HC243,DQB1_201-DRB3_101,-0.060981,0.038173,-1.597,0.110155,-0.019571,0.031038,-0.631,0.528337,-0.020866,0.032825,-0.636,0.524997,1,1,1
HC243,DQB1_201-B_801,-0.068149,0.031861,-2.139,0.032441,-0.014968,0.032687,-0.458,0.647008,-0.021342,0.03342,-0.639,0.523077,0.33490144,1,1
HC243,DQB1_201-DQA1_501,-0.116579,0.049971,-2.333,0.019651,-0.011494,0.024133,-0.476,0.63389,0.019804,0.034459,0.575,0.565491,0.203745377,1,1
HC243,DQB1_201-A_101,-0.047358,0.027613,-1.715,0.086329,-0.01725,0.021438,-0.805,0.421028,-0.055415,0.029638,-1.87,0.061525,0.882528774,1,1
HC243,DRB1_301-DRB3_101,-0.060681,0.038988,-1.556,0.1196,-0.016657,0.031362,-0.531,0.5953,-0.022245,0.032989,-0.674,0.5001,1,1,1
HC243,DRB1_301-B_801,-0.067321,0.032281,-2.085,0.03703,-0.013981,0.033039,-0.423,0.672163,-0.021029,0.033493,-0.628,0.530099,0.381784214,1,1
HC243,DRB1_301-DQA1_501,-0.133667,0.051092,-2.616,0.008892,-0.008785,0.024271,-0.362,0.717384,0.030529,0.034778,0.878,0.380035,0.092854039,1,1
HC243,DRB1_301-A_101,-0.045178,0.027773,-1.627,0.103802,-0.017121,0.02147,-0.797,0.425191,-0.055709,0.029648,-1.879,0.060244,1,1,1
HC243,DRB3_101-B_801,-0.027497,0.027539,-0.998,0.318038,-0.001631,0.033237,-0.049,0.96087,-0.062488,0.032366,-1.931,0.053523,1,1,1
HC243,DRB3_101-DQA1_501,-0.032272,0.033274,-0.97,0.332104,-0.021237,0.02271,-0.935,0.349714,-0.033072,0.028488,-1.161,0.245677,1,1,1
HC243,DRB3_101-A_101,-0.028817,0.02509,-1.149,0.250754,-0.014574,0.021877,-0.666,0.50528,-0.067208,0.02827,-2.377,0.017437,1,1,1
HC243,B_801-DQA1_501,-0.047757,0.034574,-1.381,0.167189,-0.034647,0.020932,-1.655,0.097875,-0.015024,0.030134,-0.499,0.618068,1,1,1
HC243,B_801-A_101,-0.014375,0.033297,-0.432,0.665937,-0.017397,0.023382,-0.744,0.456863,-0.057875,0.031083,-1.862,0.062611,1,1,1
HC243,DQA1_501-A_101,-0.030801,0.020536,-1.5,0.133657,-0.024492,0.023212,-1.055,0.291344,-0.046095,0.025893,-1.78,0.075042,1,1,1
HC321,B_801-C_701,0.841005,0.224967,3.738,0.000185,0.103303,0.173486,0.595,0.551541,-0.227843,0.124814,-1.825,0.067932,0.002007637,1,1
HC321,B_801-DRB1_301,0.572459,0.130532,4.386,1.16E-05,0.159912,0.14145,1.131,0.25826,-0.065817,0.117828,-0.559,0.57645,0.000132141,1,1
HC321,B_801-DQB1_201,0.61075,0.128292,4.761,1.93E-06,0.185459,0.139653,1.328,0.18418,-0.114119,0.119597,-0.954,0.33998,2.29E-05,1,1
HC321,B_801-DQA1_501,0.578732,0.133747,4.327,1.51E-05,0.064085,0.1033,0.62,0.53501,-0.005354,0.108517,-0.049,0.96065,0.000171005,1,1
HC321,B_801-DRB3_101,0.6668525,0.1264281,5.275,1.33E-07,-0.1241197,0.1355615,-0.916,0.3599,0.0252528,0.1147855,0.22,0.8259,1.70E-06,1,1
HC321,B_801-DRB1_1301,0.602911,0.07211,8.361,2.00E-16,-0.689082,0.236436,-2.914,0.00356,-0.461889,0.483013,-0.956,0.33894,4.06E-15,0.044983963,1
HC321,B_801-A_101,0.708726,0.1239089,5.72,1.07E-08,-0.1212943,0.1191202,-1.018,0.30856,-0.0129217,0.1119117,-0.115,0.90808,1.46E-07,1,1
HC321,C_701-DRB1_301,0.408158,0.110011,3.71,0.000207,0.314811,0.135709,2.32,0.020355,-0.073534,0.11391,-0.646,0.518572,0.002240969,0.240508674,1
HC321,C_701-DQB1_201,0.437654,0.109035,4.014,5.97E-05,0.328971,0.134663,2.443,0.01457,-0.106992,0.114996,-0.93,0.35217,0.000657914,0.174226104,1
HC321,C_701-DQA1_501,0.418717,0.118201,3.542,0.000396,0.130691,0.104648,1.249,0.211717,0.019382,0.103312,0.188,0.851189,0.004253857,1,1
HC321,C_701-DRB3_101,0.4524241,0.108274,4.179,2.93E-05,0.0083503,0.1319695,0.063,0.94955,0.0585912,0.1104499,0.53,0.59578,0.000327036,1,1
HC321,C_701-DRB1_1301,0.516939,0.069359,7.453,9.12E-14,-0.677527,0.241779,-2.802,0.00507,-0.458224,0.445294,-1.029,0.30346,1.61E-12,0.063140714,1
HC321,C_701-A_101,0.4697461,0.1085714,4.327,1.51E-05,-0.0831374,0.1198225,-0.694,0.48778,0.0941174,0.1057668,0.89,0.37354,0.000171005,1,1
HC321,DRB1_301-DQB1_201,1.007979,0.447926,2.25,0.02443,0.033316,0.458582,0.073,0.94208,-0.387707,0.143109,-2.709,0.00675,0.252921384,1,0.709813539
HC321,DRB1_301-DQA1_501,0.831733,0.204508,4.067,4.76E-05,0.061802,0.124877,0.495,0.62067,-0.258732,0.12988,-1.992,0.04636,0.000526376,1,1
HC321,DRB1_301-DRB3_101,0.6346295,0.1504392,4.219,2.46E-05,-0.0507686,0.1506358,-0.337,0.7361,-0.069165,0.1208001,-0.573,0.56694,0.000275397,1,1
HC321,DRB1_301-DRB1_1301,0.495477,0.072929,6.794,1.09E-11,-0.6770639,0.2270184,-2.982,0.00286,-0.6746489,0.6224975,-1.084,0.27846,1.75E-10,0.036512637,1
HC321,DRB1_301-A_101,0.40765,0.113731,3.584,0.000338,0.037723,0.105065,0.359,0.719559,0.08572,0.11003,0.779,0.435945,0.003636731,1,1
HC321,DQB1_201-DQA1_501,0.839816,0.1980386,4.241,2.23E-05,0.1095519,0.121814,0.899,0.36847,-0.3035955,0.130915,-2.319,0.02039,0.000250222,1,1
HC321,DQB1_201-DRB3_101,0.632258,0.147077,4.299,1.72E-05,0.002557,0.147381,0.017,0.98616,-0.103064,0.121797,-0.846,0.39744,0.000194121,1,1
HC321,DQB1_201-DRB1_1301,0.48679,0.0732,6.65,2.93E-11,-0.67586,0.22704,-2.977,0.00291,-0.67085,0.62252,-1.078,0.2812,4.59E-10,0.037108786,1
HC321,DQB1_201-A_101,0.42691,0.112976,3.779,0.000158,0.056768,0.104837,0.541,0.588174,0.049316,0.111242,0.443,0.657532,0.001718283,1,1
HC321,DQA1_501-DRB3_101,0.2315519,0.1043191,2.22,0.0264,0.1396683,0.1482578,0.942,0.3462,0.0479968,0.1113021,0.431,0.6663,0.273090032,1,1
HC321,DQA1_501-DRB1_1301,0.353711,0.0674545,5.244,1.57E-07,-0.6188285,0.2331378,-2.654,0.00795,-0.7420258,0.5527105,-1.343,0.17943,1.99E-06,0.097207489,1
HC321,DQA1_501-A_101,0.185087,0.094749,1.953,0.05077,0.016699,0.112091,0.149,0.88157,0.213673,0.102139,2.092,0.03644,0.521578041,1,1
HC321,DRB3_101-DRB1_1301,0.490821,0.07472,6.569,5.07E-11,-0.756095,0.326808,-2.314,0.02069,-0.414127,0.340514,-1.216,0.22392,7.85E-10,0.244364099,1
HC321,DRB3_101-A_101,0.1771537,0.1122038,1.579,0.1144,0.0469854,0.1047027,0.449,0.6536,0.1799632,0.1085757,1.657,0.0974,1,1,1
HC321,DRB1_1301-A_101,-0.7006764,0.2413424,-2.903,0.00369,0.2930058,0.0713305,4.108,4.00E-05,-0.506511,0.4428125,-1.144,0.25269,0.038854072,0.000686376,1
HC95,DRB1_103-DQA1_301,0.8988753,0.0659009,13.64,2.00E-16,-0.179034,0.0316245,-5.661,1.50E-08,0.1599458,0.1475234,1.084,0.27827,4.06E-15,6.01E-07,1
HC95,DRB1_103-DRB4_9901,1.1971342,0.2084602,5.743,9.32E-09,0.120373,0.0258639,4.654,3.25E-06,-0.1612958,0.1214831,-1.328,0.18427,1.28E-07,7.44E-05,1
HC95,DRB1_103-DQB1_302,0.932744,0.0619011,15.068,2.00E-16,-0.2258559,0.0430501,-5.246,1.55E-07,0.165666,0.1961195,0.845,0.39827,4.06E-15,4.97E-06,1
HC95,DRB1_103-DRB1_404,0.9581738,0.0595268,16.097,2.00E-16,-0.3900093,0.075054,-5.196,2.03E-07,-0.0425659,0.369088,-0.115,0.90819,4.06E-15,6.37E-06,1
HC95,DRB1_103-DRB4_103,0.895575,0.06888,13.002,2.00E-16,-0.113264,0.029139,-3.887,0.000101,0.101098,0.137806,0.734,0.463175,4.06E-15,0.001575436,1
HC95,DRB1_103-DQA1_101,0.9517218,0.1061567,8.965,2.00E-16,0.0169115,0.0354256,0.477,0.6331,0.0135021,0.0990074,0.136,0.8915,4.06E-15,1,1
HC95,DQA1_301-DRB4_9901,-9.53E-02,5.53E-02,-1.724,0.08465,8.47E-02,3.46E-02,2.448,0.01436,-7.71E-02,5.41E-02,-1.425,0.15412,0.86552217,0.17184303,1
HC95,DQA1_301-DQB1_302,-0.1531164,0.0414716,-3.692,0.000222,-0.3810029,0.1181746,-3.224,0.001264,0.2052143,0.0856041,2.397,0.016519,0.002401738,0.016718603,1
HC95,DQA1_301-DRB1_404,-0.1657861,0.0337489,-4.912,9.00E-07,-0.7445191,0.2164682,-3.439,0.000583,0.3746385,0.163623,2.29,0.022042,1.09E-05,0.008035803,1
HC95,DQA1_301-DRB4_103,-0.3292042,0.0769303,-4.279,1.88E-05,-0.0296912,0.046607,-0.637,0.52409,0.1135719,0.0539439,2.105,0.03526,0.000211732,1,1
HC95,DQA1_301-DQA1_101,-0.180009,0.0339433,-5.303,1.14E-07,0.102375,0.0352686,2.903,0.0037,-0.0403267,0.0833513,-0.484,0.62852,1.46E-06,0.046668982,1
HC95,DRB4_9901-DQB1_302,0.1080771,0.0285119,3.791,0.00015,-0.14356,0.0733948,-1.956,0.05047,-0.0548022,0.0814409,-0.673,0.50101,0.001633179,0.580579603,1
HC95,DRB4_9901-DRB1_404,0.125381,0.026151,4.794,1.63E-06,-0.205556,0.12674,-1.622,0.1048,-0.229714,0.155369,-1.479,0.1393,1.94E-05,1,1
HC95,DRB4_9901-DRB4_103,0.139907,0.045167,3.098,0.00195,0.011545,0.058051,0.199,0.84236,-0.070293,0.04743,-1.482,0.13833,0.020660485,1,1
HC95,DRB4_9901-DQA1_101,0.1384644,0.0283024,4.892,9.97E-07,0.1725141,0.1134128,1.521,0.12823,-0.0491889,0.0648226,-0.759,0.44796,1.20E-05,1,1
HC95,DQB1_302-DRB1_404,-0.1713355,0.0518239,-3.306,0.000946,-0.6907589,0.2321236,-2.976,0.002922,0.3802825,0.1923428,1.977,0.048029,0.010075261,0.037253352,1
HC95,DQB1_302-DRB4_103,-0.3433177,0.107278,-3.2,0.00137,-0.0829895,0.0334301,-2.482,0.01305,0.1067574,0.0825097,1.294,0.19571,0.014552382,0.156566926,1
HC95,DQB1_302-DQA1_101,-0.2435751,0.0463044,-5.26,1.44E-07,0.1083982,0.0333744,3.248,0.00116,0.0742656,0.1111698,0.668,0.50411,1.83E-06,0.015397423,1
HC95,DRB1_404-DRB4_103,-0.4958477,0.1790201,-2.77,0.005609,-0.1069498,0.029992,-3.566,0.000363,0.1451811,0.1418684,1.023,0.306142,0.058856126,0.005164417,1
HC95,DRB1_404-DQA1_101,-3.81E-01,7.96E-02,-4.788,1.68E-06,1.28E-01,3.22E-02,3.975,7.05E-05,-2.02E-01,2.14E-01,-0.943,0.34578,2.00E-05,0.001136462,1
HC95,DRB4_103-DQA1_101,-0.1208738,0.0315097,-3.836,0.000125,0.0983069,0.0369709,2.659,0.007837,-0.0114773,0.075078,-0.153,0.878499,0.001363891,0.095898884,1
HC96,DRB1_404-DQB1_302,1.223597,0.196907,6.214,5.16E-10,0.323864,0.073693,4.395,1.11E-05,-0.390183,0.162979,-2.394,0.0167,7.56E-09,0.000220719,1
HC96,DRB1_404-DQA1_301,1.412214,0.184862,7.639,2.18E-14,0.351128,0.050801,6.912,4.79E-12,-0.494091,0.144761,-3.413,0.000642,3.97E-13,3.67E-10,0.121179685
HC96,DRB1_404-DRB4_103,1.146913,0.150889,7.601,2.94E-14,0.204812,0.048686,4.207,2.59E-05,-0.184215,0.117672,-1.565,0.117,5.32E-13,0.000466151,1
HC96,DRB1_404-DQA1_201,0.886992,0.071182,12.461,2.00E-16,-0.453402,0.070139,-6.464,1.02E-10,0.862153,0.165665,5.204,1.95E-07,4.06E-15,6.10E-09,0.000113472
HC96,DRB1_404-DRB1_701,0.886881,0.071231,12.451,2.00E-16,-0.445456,0.069877,-6.375,1.83E-10,0.870061,0.166111,5.238,1.62E-07,4.06E-15,1.04E-08,9.63E-05
HC96,DRB1_404-DRB4_9901,1.02449,0.105603,9.701,2.00E-16,-0.061452,0.044559,-1.379,0.168,-0.029432,0.126192,-0.233,0.816,4.06E-15,1,1
HC96,DRB1_404-C_304,1.021195,0.084051,12.15,2.00E-16,0.095775,0.080274,1.193,0.233,-0.015194,0.120384,-0.126,0.9,4.06E-15,1,1
HC96,DRB1_404-DRB1_401,1.157544,0.069104,16.751,2.00E-16,0.41422,0.059274,6.988,2.78E-12,-0.332127,0.202703,-1.638,0.101,4.06E-15,2.24E-10,1
HC96,DRB1_404-B_4001,1.033682,0.081775,12.641,2.00E-16,0.021978,0.101172,0.217,0.828,0.018567,0.131758,0.141,0.888,4.06E-15,1,1
HC96,DRB1_404-DRB4_101,0.982067,0.068294,14.38,2.00E-16,-0.402629,0.094122,-4.278,1.89E-05,0.845205,0.216415,3.905,9.40E-05,4.06E-15,0.00035283,0.025438501
HC96,DRB1_404-DQA1_102,0.988972,0.071797,13.775,2.00E-16,-0.145652,0.05565,-2.617,0.00886,0.214615,0.161019,1.333,0.18258,4.06E-15,0.107817891,1
HC96,DQB1_302-DQA1_301,0.784359,0.132748,5.909,3.45E-09,0.347733,0.062135,5.596,2.19E-08,-0.291825,0.093159,-3.133,0.00173,4.83E-08,8.52E-07,0.259057755
HC96,DQB1_302-DRB4_103,0.862629,0.115889,7.444,9.80E-14,0.14227,0.055693,2.555,0.0106,-0.198933,0.086956,-2.288,0.0222,1.73E-12,0.127966002,1
HC96,DQB1_302-DQA1_201,0.557655,0.053376,10.448,2.00E-16,-0.448235,0.073767,-6.076,1.23E-09,0.602629,0.140466,4.29,1.79E-05,4.06E-15,6.03E-08,0.006262673
HC96,DQB1_302-DRB1_701,0.562257,0.053423,10.525,2.00E-16,-0.439111,0.07347,-5.977,2.28E-09,0.564085,0.139229,4.051,5.09E-05,4.06E-15,1.07E-07,0.015449976
HC96,DQB1_302-DRB4_9901,0.645793,0.081581,7.916,2.45E-15,-0.005412,0.049563,-0.109,0.913,0.035534,0.087246,0.407,0.684,4.70E-14,1,1
HC96,DQB1_302-C_304,0.647413,0.060696,10.667,2.00E-16,0.094087,0.092858,1.013,0.311,-0.002814,0.097882,-0.029,0.977,4.06E-15,1,1
HC96,DQB1_302-DRB1_401,0.943558,0.063444,14.872,2.00E-16,0.397532,0.076524,5.195,2.05E-07,-0.690351,0.100731,-6.853,7.21E-12,4.06E-15,6.42E-06,8.90E-09
HC96,DQB1_302-B_4001,0.619139,0.056382,10.981,2.00E-16,0.093315,0.105302,0.886,0.376,0.126958,0.11217,1.132,0.258,4.06E-15,1,1
HC96,DQB1_302-DRB4_101,0.613588,0.051852,11.833,2.00E-16,-0.396682,0.098692,-4.019,5.83E-05,0.536799,0.180591,2.972,0.00295,4.06E-15,0.00095907,0.379506773
HC96,DQB1_302-DQA1_102,0.6282,0.054836,11.456,2.00E-16,-0.124289,0.058378,-2.129,0.0333,0.157361,0.125562,1.253,0.2101,4.06E-15,0.388557462,1
HC96,DQA1_301-DRB4_103,0.786235,0.099335,7.915,2.47E-15,-0.142718,0.08371,-1.705,0.0882,-0.079046,0.065771,-1.202,0.2294,4.74E-14,0.994836788,1
HC96,DQA1_301-DQA1_201,0.44842,0.044884,9.991,2.00E-16,-0.387779,0.079216,-4.895,9.82E-07,0.352428,0.126947,2.776,0.0055,4.06E-15,2.60E-05,0.614622403
HC96,DQA1_301-DRB1_701,0.45005,0.044953,10.012,2.00E-16,-0.377259,0.078835,-4.785,1.71E-06,0.329318,0.125844,2.617,0.00887,4.06E-15,4.22E-05,0.84997816
HC96,DQA1_301-DRB4_9901,0.671485,0.078903,8.51,2.00E-16,0.196785,0.065064,3.024,0.00249,0.0574,0.066454,0.864,0.38772,4.06E-15,0.031981657,1
HC96,DQA1_301-C_304,0.497528,0.047936,10.379,2.00E-16,0.15166,0.102435,1.481,0.1387,0.023089,0.090691,0.255,0.799,4.06E-15,1,1
HC96,DQA1_301-DRB1_401,0.713183,0.057174,12.474,2.00E-16,-0.145489,0.153272,-0.949,0.3425,-0.130258,0.108154,-1.204,0.2284,4.06E-15,1,1
HC96,DQA1_301-B_4001,0.502627,0.045696,10.999,2.00E-16,0.196563,0.11535,1.704,0.0884,0.037706,0.104984,0.359,0.7195,4.06E-15,0.996792324,1
HC96,DQA1_301-DRB4_101,0.490437,0.043782,11.202,2.00E-16,-0.325552,0.105201,-3.095,0.00197,0.258838,0.158,1.638,0.10138,4.06E-15,0.025536392,1
HC96,DQA1_301-DQA1_102,0.493407,0.046893,10.522,2.00E-16,-0.098565,0.063918,-1.542,0.123,0.15276,0.105506,1.448,0.148,4.06E-15,1,1
HC96,DRB4_103-DQA1_201,0.450722,0.046653,9.661,2.00E-16,-0.378675,0.097457,-3.886,0.000102,-0.16191,0.095313,-1.699,0.089374,4.06E-15,0.001588607,1
HC96,DRB4_103-DRB1_701,0.447494,0.046697,9.583,2.00E-16,-0.381109,0.09729,-3.917,8.96E-05,-0.1545,0.095091,-1.625,0.104,4.06E-15,0.001412128,1
HC96,DRB4_103-DRB4_9901,0.558882,0.092548,6.039,1.55E-09,0.208036,0.083006,2.506,0.0122,0.012676,0.064836,0.196,0.845,2.21E-08,0.146635377,1
HC96,DRB4_103-C_304,0.281867,0.047652,5.915,3.32E-09,0.075742,0.106542,0.711,0.4771,0.176946,0.090964,1.945,0.0517,4.65E-08,1,1
HC96,DRB4_103-DRB1_401,0.344,0.054944,6.261,3.83E-10,0.145968,0.148783,0.981,0.327,-0.082483,0.104557,-0.789,0.43,5.66E-09,1,1
HC96,DRB4_103-B_4001,0.297221,0.045725,6.5,8.03E-11,0.10907,0.120493,0.905,0.3654,0.204953,0.104466,1.962,0.0498,1.23E-09,1,1
HC96,DRB4_103-DRB4_101,0.315734,0.043704,7.224,5.03E-13,-0.323655,0.106361,-3.043,0.00234,0.194766,0.174927,1.113,0.26553,8.58E-12,0.030123953,1
HC96,DRB4_103-DQA1_102,0.313693,0.047363,6.623,3.52E-11,-0.117061,0.065395,-1.79,0.0734,0.111089,0.103029,1.078,0.2809,5.49E-10,0.834186138,1
HC96,DQA1_201-DRB1_701,0.298493,0.517592,0.577,0.564,-0.656119,0.532156,-1.233,0.218,-0.044546,0.150249,-0.296,0.767,1,1,1
